season,celebrity_name,week1_fan_vote,week2_fan_vote,week3_fan_vote,week4_fan_vote,week5_fan_vote,week6_fan_vote,week7_fan_vote,week8_fan_vote,week9_fan_vote,week10_fan_vote,week11_fan_vote
1,Evander Holyfield,,0.34582925292624384,0.30094028916973303,,,,,,,,
1,Joey McIntyre,,0.14261860659223044,0.19454790331667668,,0.3283877941341872,,,,,,
1,John O'Hurley,,0.17787424295510032,0.18608807382069634,,0.2543796317619136,0.400222935498544,,,,,
1,Kelly Monaco,,0.2804937756849977,0.3184237336928951,,0.41723257410389947,0.5997770645014554,,,,,
1,Trista Sutter,,0.0531841218414265,,,,,,,,,
2,Drew Lachey,0.10940111475852717,0.12952798052884607,,0.12219507978308808,0.14790777252796303,0.19362207309180285,0.23249295941228065,0.34057880222839476,,,
2,George Hamilton,0.15538200838722135,0.13666284001299392,,0.1818437680781699,0.2115041634417604,0.15091260763321912,,,,,
2,Jerry Rice,0.10789153924060452,0.14256604605000744,,0.15085363011676683,0.19406419322544055,0.261395186449371,0.3547922666948123,0.43747747614824717,,,
2,Kenny Mayne,0.03554778108688199,,,,,,,,,,
2,Lisa Rinna,0.13019361052957484,0.13219152885793894,,0.14199075248909196,0.16999332491220873,0.21611724347971573,0.18991372657046118,,,,
2,Master P,0.14935524199689745,0.1658290626224519,,0.10734777226739718,,,,,,,
2,Stacy Keibler,0.08793797856098838,0.1111688932902914,,0.13506321154351664,0.15213859392215778,0.17795288934589112,0.22280104732244704,0.2219437216233577,,,
2,Tatum O'Neal,0.12241339126786072,0.05929126625595365,,,,,,,,,
2,Tia Carrere,0.10187733417144355,0.12276238238151785,,0.16070578572197,0.12439195197046873,,,,,,
3,Emmitt Smith,0.1351100486775638,0.1492168406412342,0.1650210570532383,0.2043354202096505,0.23296235781849106,,,0.30317213703319795,0.382723956177526,0.6262825442903485,
3,Harry Hamlin,0.11644541994101548,0.12696724770918663,0.058001820642023416,,,,,,,,
3,Joey Lawrence,0.10606587680148559,0.122328423758489,0.15701256884979437,0.16726717802420854,0.20920678084360164,,,0.2865677412260073,0.312585529293938,,
3,Mario Lopez,0.10949711467540446,0.12383512039919585,0.15216484678085374,0.17195158842801953,0.2119857826559848,,,0.26019721214102354,0.30469051452853624,0.3737174557096515,
3,Monique Coleman,0.1450166118295445,0.15661223599123378,0.14834530011079727,0.19884672087345512,0.2518823613488149,,,0.15006290959977306,,,
3,Shanna Moakler,0.1293285830741727,0.05108832677737646,,,,,,,,,
3,Tucker Carlson,0.037197806120481146,,,,,,,,,,
3,Vivica A. Fox,0.0956166236573866,0.12797747772818907,0.1611598968402512,0.0809199299943025,,,,,,,
3,Willa Ford,0.12572191522294576,0.14197432699509546,0.15829450972304263,0.17667916247036433,0.09396271733310739,,,,,,
4,Apolo Anton Ohno,,,0.09376442424419851,0.11177896347209983,0.125059931821166,,0.16908887246925672,0.21888931092786257,0.2901104653481186,0.4777509733962778,
4,Billy Ray Cyrus,,,0.13382884434597545,0.13376709844086904,0.16806268194110938,,0.2041334886708314,0.13604461984587388,,,
4,Clyde Drexler,,,0.11870804319827202,0.15647757562994868,0.09105488414195008,,,,,,
4,Ian Ziering,,,0.13724359205003211,0.1244486425543701,0.14651308391691523,,0.176580463465817,0.2125917005055243,0.1427928276927693,,
4,Joey Fatone,,,0.1138228968462885,0.12479871409984883,0.14937893623445556,,0.1737255982337452,0.22005480115476944,0.2881368131497568,0.30933142141948256,
4,John Ratzenberger,,,0.11603312279701353,0.15589877223568788,0.16756077452264295,,0.08911198376716299,,,,
4,Laila Ali,,,0.1191557977271696,0.13053049177019274,0.15236970742176006,,0.18735959339318536,0.21241956756596925,0.2789598938093557,0.2129176051842393,
4,Leeza Gibbons,,,0.14719015047107914,0.06229974179698233,,,,,,,
4,Shandi Finnessey,,,0.020253128319970056,,,,,,,,
5,Albert Reed,0.12135444164622364,0.05380556954407485,,,,,,,,,
5,Floyd Mayweather Jr.,0.14134794205729123,0.14410661623091164,0.19200747404238627,0.11866764597220715,,,,,,,
5,Jennie Garth,0.15341329106267546,0.15619618178669897,0.17699387344642514,0.22084619365504576,0.2832675531619786,0.41303422333172896,,,0.3909381715335126,,
5,Josie Maran,0.03343606887057215,,,,,,,,,,
5,Marie Osmond,0.1432299832652726,0.16113439164973958,0.18161237130169325,0.2137791838551968,0.2994470939969263,0.3828126971091196,,,0.6090618284664868,,
5,Mark Cuban,0.13670972409857718,0.1681944194967903,0.1918339768568766,0.2606130930910517,0.16590662582780624,,,,,,
5,Sabrina Bryan,0.12185633442899035,0.13782210331698197,0.16136587603131156,0.186093883426498,0.2513787270132897,0.20415307955915213,,,,,
5,Wayne Newton,0.14865221457039715,0.17874071797480323,0.09618642832130676,,,,,,,,
6,Adam Carolla,,0.10057372850215411,0.11259381403109046,0.06151704296998099,,,,,,,
6,Jason Taylor,,0.1320369520979749,0.13397210299904286,0.1429178164382758,0.1563098620053687,0.18209372098322293,0.22423051904259114,0.27743031174506655,0.4289928654512853,0.4114010450317677,
6,Kristi Yamaguchi,,0.10574899250901804,0.13563607169508607,0.1335555271405896,0.16335971221488962,0.18569474245326184,0.2304897842586808,0.28848175141152377,0.35354482518589814,0.5885989549682324,
6,Mario,,0.1111570000617672,0.11796258956010207,0.13515234982673774,0.1379775760641554,0.16632993975299135,0.21633980206979797,0.14162743808839523,,,
6,Marissa Jaret Winokur,,0.11547174671111737,0.13317571581151336,0.143405919641668,0.1503558367127469,0.18606514674557678,0.2289792122293938,0.2924604987550155,0.21746230936281677,,
6,Marlee Matlin,,0.11218005296251585,0.12642572598726348,0.1324875613223159,0.1669076963188471,0.09071046783236805,,,,,
6,Penn Jillette,,0.026838476319250036,,,,,,,,,
6,Priscilla Presley,,0.09526059798031346,0.09700101122877117,0.13705262417203917,0.06911058459903426,,,,,,
6,Shannon Elizabeth,,0.08454171810906384,0.10184913530347256,0.1139111584883929,0.1559787320849586,0.18910598223257932,0.09996068239953669,,,,
6,Steve Guttenberg,,0.11619073474682551,0.04138383338365854,,,,,,,,
7,Brooke Burke,0.077664900389555,0.08466514896198875,,0.10435402840538843,0.12611363971770612,0.13276228405870424,0.1598237294013553,0.21975996218971217,0.28228704585457565,0.46507421400742577,
7,Cloris Leachman,0.080790909831423,0.1009563175151327,,0.10324439246152103,0.126117167355987,0.07767859158394567,,,,,
7,Cody Linley,0.12469837767475596,0.11901681666295783,,0.12225542118262124,0.12039960051915258,0.15051261056358337,0.19343122204280846,0.23784207818302525,0.15285608780423393,,
7,Jeffrey Ross,0.041876274138841624,,,,,,,,,,
7,Kim Kardashian,0.11698106318706028,0.04797835502626131,,,,,,,,,
7,Lance Bass,0.0998173261939447,0.0978187134514986,,0.12704805438331931,0.14163551923435078,0.15925067587684746,0.18462200272965315,0.23043515258906555,0.29175211236138415,0.22025892157505766,
7,Maurice Greene,0.1090048858665459,0.13174331226236824,,0.13430006414114604,0.15488779238765918,0.16994165849124634,0.1905963645921939,0.10190261029740867,,,
7,Rocco DiSpirito,0.07738957096627491,0.11553240194083983,,0.05414562323959741,,,,,,,
7,Susan Lucci,0.08990345287655863,0.11596892419943736,,0.1127911399233647,0.150172809101561,0.1590882661465871,0.0763484614842486,,,,
7,Ted McGinley,0.024380799650775324,,,,,,,,,,
7,Toni Braxton,0.0849498980861565,0.10058695943058893,,0.12843763578714765,0.057244938499080966,,,,,,
7,Warren Sapp,0.07254254113810826,0.08573305054892681,,0.11342364047589407,0.12342853318450304,0.15076591327908623,0.19517821974974037,0.21006019674078807,0.2731047539798079,0.3146668644175154,
8,Belinda Carlisle,,0.022391595781789744,,,,,,,,,
8,Chuck Wicks,,0.09256370882081692,0.0991027891510863,0.12457771931335353,0.159361461374019,,0.16782014144031854,0.10133432433302536,,,
8,David Alan Grier,,0.08700052300842087,0.11845661959804238,0.1339405000206595,0.06334678259928607,,,,,,
8,Denise Richards,,0.09756156134791392,0.045106706218001356,,,,,,,,
8,Holly Madison,,0.11272037432576171,0.11559317768387632,0.06480559821078963,,,,,,,
8,Lawrence Taylor,,0.08173700027051567,0.10078907175691064,0.1258571429120019,0.16452559142847742,,0.08794463433627656,,,,
8,Lil' Kim,,0.10454957876915526,0.11072021163886152,0.13379908118379596,0.15925379336080525,,0.1984613188270525,0.21919001283490436,0.14290552188537856,,
8,Melissa Rycroft,,0.10916183477973188,0.10024488995362858,0.10858792376721893,0.14552529776865375,,0.16193459657150586,0.21495861646882578,0.26534592362648646,0.4189178918407681,0.4093253579261663
8,Shawn Johnson,,0.09739580387739213,0.0976035048281214,0.110920403039192,0.13577777697405347,,0.17436933382713626,0.23503983734739156,0.2757335511115113,0.34963767697529563,0.5906746420738334
8,Steve Wozniak,,0.08768588093676093,0.11887400094699017,0.0753215150028614,,,,,,,
8,Ty Murray,,0.10723213808173948,0.09350902822448146,0.12219011655012682,0.17220929649470434,,0.20946997499771067,0.22947720901585272,0.3160150033766251,0.23144443118393684,
9,Aaron Carter,0.07357945827328898,0.08056443198154038,0.10562910136879106,0.13972289669240626,0.14789775260640814,0.15619775715756662,0.25602603276208336,0.23993045666953464,,,
9,Ashley Hamiliton,0.02298063690770829,,,,,,,,,,
9,Chuck Liddell,0.09284262309807312,0.09557028020248298,0.11540785265081345,0.05157248876935422,,,,,,,
9,Debi Mazar,0.09801844718319452,0.12247791527722005,0.042925272255473,,,,,,,,
9,Donny Osmond,0.07357823990525902,0.08363369665192075,0.09880877063912202,0.09559199980524372,0.118367443264624,0.14743573749484304,0.2231853621763767,0.38969652466069543,,0.6067310055886027,
9,Kathy Ireland,0.09835615832103296,0.038565394552742834,,,,,,,,,
9,Louie Vito,0.07644127599374341,0.10448515430220245,0.10647367201064935,0.11961426283599434,0.14061747712922731,0.08371588018294056,,,,,
9,Macy Gray,0.025562772008922728,,,,,,,,,,
9,Mark Dacascos,0.07704928824909141,0.07883944180151699,0.10144956491104298,0.11517452256184259,0.13073381751086016,0.1656933054238635,0.13802993185895748,,,,
9,Melissa Joan Hart,0.10737849401736665,0.09962694726340393,0.10122670633562836,0.1147392845170614,0.12667173744451493,0.08042889473789785,,,,,
9,Michael Irvin,0.11283028806953975,0.1136996809242775,0.14131565292773363,0.14202507128836572,0.15806911969788037,0.19229281891205996,0.14174157914737598,,,,
9,Mya,0.07112502996112927,0.080644976149819,0.08810304777090212,0.11099949511115004,0.12639524316650386,0.17423560609082833,0.24101709405520608,0.3703730186697708,,0.39326899441139573,
9,Natalie Coughlin,0.0702572880116507,0.10189208089287315,0.09866035912984397,0.1105599784185825,0.051247409179979796,,,,,,
10,Buzz Aldrin,,0.16506950765714423,0.07546358635575007,,,,,,,,
10,Chad Ochocinco,,0.10719883028020255,0.13633252332428514,,0.17230796407127857,0.19256799943266006,,0.2586169572739646,0.15961162724683728,,
10,Erin Andrews,,0.11076089804208895,0.13933636714075182,,0.16165884594886104,0.18212450170819447,,0.2162916703073325,0.27665616868050535,0.2230224752585805,
10,Evan Lysacek,,0.09565204093195431,0.10564966747407763,,0.11994277874068036,0.15693963441756104,,0.19358393903841925,0.2609058548045049,0.32837180743708755,
10,Jake Pavelka,,0.1093065991578309,0.1179605096623949,,0.14090405766894437,0.08528664889752839,,,,,
10,Kate Gosselin,,0.1502966639842108,0.1513003123851869,,0.07714580120421236,,,,,,
10,Nicole Scherzinger,,0.12957077835684908,0.14457187355453321,,0.17061777337791906,0.19191047428795024,,0.22078551736206053,0.30282634926815244,0.44860571730433246,
10,Niecy Nash,,0.10990373968863956,0.12938516010301945,,0.15742277898810408,0.19117074125610528,,0.11072191601822332,,,
10,Shannen Doherty,,0.02224094190108025,,,,,,,,,
11,Audrina Patridge,0.06944951726831072,0.08870942226200174,0.12067330916047778,0.14023814112442032,0.16746169316699233,0.06842558916606686,,,,,
11,Brandy,0.0835762561069346,0.09211955583544716,0.11813709438671777,0.12619078705303016,0.14230646825261486,0.16172384015610328,,0.21548524225492566,0.14335742815902258,,
11,Bristol Palin,0.0719752692154313,0.09613403071653828,0.12805343513227738,0.1303890410631125,0.15221093566139943,0.189433097344236,,0.24821583361019528,0.3044815460423349,0.2380885669688375,
11,David Hasselhoff,0.023646932826326118,,,,,,,,,,
11,Florence Henderson,0.08907791320362199,0.09966461757133074,0.11364126005914273,0.1360579756286606,0.0668055967387457,,,,,,
11,Jennifer Grey,0.12330469480389757,0.11367705767762495,0.10945740536698964,0.13777049641902891,0.16141065528827162,0.18168101797676062,,0.21908070841039343,0.26758461108613785,0.4387149024206604,
11,Kurt Warner,0.09524909625143319,0.12092069067242665,0.13889079825065803,0.14550171452675578,0.14557356731047752,0.20257574904595924,,0.11200646871707433,,,
11,Kyle Massey,0.10574854973295676,0.09863935028806865,0.11839808771992297,0.1251618717286531,0.16423108358149838,0.19616070631087293,,0.2052117470074111,0.2845764147125055,0.32319653061050313,
11,Margaret Cho,0.12851964383662498,0.1313618529700735,0.048945586676872266,,,,,,,,
11,Michael Bolton,0.12452966620690957,0.05784583549405974,,,,,,,,,
11,The Situation,0.08492246054755395,0.10092758651242875,0.1038030232469421,0.05868997245633767,,,,,,,
12,Chelsea Kane,,0.11942652504858058,0.10943893618999781,0.1280607945278653,,0.1561694214062062,0.20761289460086257,0.2693755010179791,0.3868680370196927,0.38593386239341526,
12,Chris Jericho,,0.12281148230973933,0.13162271754725444,0.1562491061393204,,0.08317108347092922,,,,,
12,Kendra Wilkinson,,0.10744308215714408,0.12299586821361999,0.15639417386335322,,0.19610188225195047,0.11052206259627025,,,,
12,Kirstie Alley,,0.1029628974366471,0.12870615410655065,0.1622475758989097,,0.18358954247711398,0.2160893289841407,0.2834722653593951,0.3644732231361707,0.6140661376065844,
12,Mike Catherwood,,0.02956635299014242,,,,,,,,,
12,Ralph Macchio,,0.12679548058953277,0.13013414994200379,0.16250255948308445,,0.18499020253265314,0.23500189163433077,0.3066557967013584,0.24865873984413628,,
12,Romeo,,0.0999537400913997,0.13887582554989575,0.16541252241130602,,0.19597786786114726,0.23077382218439377,0.14049643692126682,,,
12,Sugar Ray Leonard,,0.16265027173817337,0.17477808997524116,0.0691332676761627,,,,,,,
12,Wendy Williams,,0.12839016763864056,0.0634482584754369,,,,,,,,
13,Carson Kressley,0.11953604337840809,,0.1090534996394592,0.12468310194812451,0.06138503748959394,,,,,,
13,Chaz Bono,0.10723161524391032,,0.14208376744192208,0.12005103941209565,0.13581417317004144,0.07306794173362913,,,,,
13,Chynna Phillips,0.0992603023110959,,0.10989538514126887,0.04640765166154635,,,,,,,
13,David Arquette,0.07451726393643673,,0.08987904810139206,0.11998621364281364,0.13887659645611225,0.1558207677928155,0.0758266843271869,,,,
13,Hope Solo,0.1105895711998247,,0.10890648884507009,0.12395311251058895,0.12618002520216381,0.1530854379303531,0.18969912165686942,0.22763231319856916,0.16967294083160994,,
13,J.R. Martinez,0.07173056419234126,,0.08344381997168861,0.10647927555737702,0.10848397067063201,0.1375154582082799,0.1737104916460881,0.2148937682032573,0.27724533595002154,0.4730237964013177,
13,Kristin Cavallari,0.06995165439577349,,0.0317264370750452,,,,,,,,
13,Metta World Peace (Ron),0.027176685754248312,,,,,,,,,,
13,Nancy Grace,0.10775961402413933,,0.11775900622273587,0.11096871691205444,0.14364817471691718,0.1697170126331768,0.19975596471532947,0.11584865989026683,,,
13,Ricki Lake,0.11319653578951062,,0.09998703661118645,0.1248248414818644,0.15692107959602433,0.15730821105293624,0.17143408856071923,0.2186517231833092,0.26074749772791544,0.21556207433896898,
13,Rob Kardashian,0.09905014977431306,,0.10726551095023192,0.12264604687353432,0.12869094269851575,0.15348517064880954,0.18957364909380703,0.22297353552459703,0.2923342254904538,0.3114141292597118,
14,Donald Driver,,,0.1182373477515253,0.10753235615393446,0.13371294103484072,0.16679601882606254,0.23059925142081597,0.31210386794379347,0.6090433350776455,,
14,Gavin DeGraw,,,0.11068280474843614,0.14665997064304873,0.07376062466786551,,,,,,
14,Gladys Knight,,,0.12517786319437485,0.13826954557635465,0.15550593054309983,0.0881684871456935,,,,,
14,Jack Wagner,,,0.024340393240542362,,,,,,,,
14,Jaleel White,,,0.1338145949733424,0.12862395563882534,0.16034676344427226,0.18886645473567554,0.10792063419158686,,,,
14,Maria Menounos,,,0.10453505046279994,0.13173420796728455,0.14455489321802495,0.17825389407154324,0.2034976741273858,0.3128591320583604,0.3909566649223537,,
14,Melissa Gilbert,,,0.15833216023624014,0.16384789551894094,0.17593601845808413,0.198605559976594,0.24632714584974155,0.20111603610496676,,,
14,Roshon Fegan,,,0.10280262972116096,0.13152539079208345,0.156182828633812,0.17930958524443086,0.2116552944104704,0.17392096389287867,,,
14,Sherri Sheperd,,,0.12207715567157754,0.05180667770952747,,,,,,,
15,Apolo Anton Ohno,,0.10041361075328613,0.13210515661298075,0.13043651588891253,,0.14494463981272707,,0.1840636708892953,0.13273238538484572,,
15,Bristol Palin,,0.10701185329685216,0.12473157184328403,0.05130482223233868,,,,,,,
15,Drew Lachey,,0.10260125330850538,0.03970152213533637,,,,,,,,
15,Emmitt Smith,,0.12347924247803377,0.13696620865391815,0.1471364469710261,,0.1662999776186407,,0.2063771101252422,0.14482493373914573,,
15,Joey Fatone,,0.020985791802318174,,,,,,,,,
15,Kelly Monaco,,0.12776343281488306,0.1282996070470107,0.12499466400992539,,0.14959352674526855,,0.16761096335908754,0.2349864758380175,0.2218607127171685,
15,Kirstie Alley,,0.11850514433862072,0.11560508761329848,0.1314805144281122,,0.14613800216118994,,0.07905117660660334,,,
15,Melissa Rycroft,,0.09522401377712406,0.1010507956968927,0.1445721491322883,,0.17978439092135218,,0.1906743253195412,0.258334481315336,0.4595364284180747,
15,Sabrina Bryan,,0.07933990882430718,0.09542869254197137,0.13164550142380996,,0.056167519889551,,,,,
15,Shawn Johnson,,0.12467574860606977,0.12611135785530742,0.13842938591358706,,0.15707194285127007,,0.17222275370023132,0.22912172372265477,0.31860285886475703,
16,Alexandra Raisman,,0.10061136396779992,0.10315502430016585,,0.11522569754701602,0.14069795993824688,0.1709315253397546,0.21657079791039188,,0.15198530695425333,
16,Andy Dick,,0.10909804123410251,0.12590448912472818,,0.14821752513202807,0.17082849169931902,0.10260352117197942,,,,
16,D. L. Hughley,,0.10277334897686112,0.12579036246464673,,0.06384361343334158,,,,,,
16,Jacoby Jones,,0.09565802702840037,0.10826952817399224,,0.11949669332088508,0.1356325989946212,0.18561152002404419,0.23712351721972283,,0.21473316578480967,
16,Kellie Pickler,,0.1123263184644519,0.1287606106289871,,0.1626592250023638,0.1575046692117517,0.1712252251633325,0.21598386631631913,,0.37029376395545627,
16,Sean Lowe,,0.09230415002549062,0.10495507642397638,,0.12199736393159126,0.16630408222350285,0.18451775118370858,0.12029247477247879,,,
16,Victor Ortiz,,0.12454335714672922,0.13196949457929197,,0.13873873596554223,0.07009664770187264,,,,,
16,Wynonna Judd,,0.1238943829180909,0.055909156706929586,,,,,,,,
16,Zendaya,,0.13879101023807358,0.11528625759728145,,0.12982114566723377,0.15893555023068554,0.1851104571171819,0.21002934378108642,,0.2629877633054817,
17,Amber Riley,,0.1111619051988891,0.1254933062846945,0.13459006322413797,0.15531505822999073,,,0.17261613818780105,0.2239007884022205,0.2611406277810159,0.4567598476669095
17,Bill Engvall,,0.13610580742453834,0.14363823592170522,0.1374939295807366,0.16550866091255492,,,0.18957126327412122,0.24883874978589107,0.31038584265488023,0.24235081495423005
17,Bill Nye,,0.1167281427224124,0.05905145760564416,,,,,,,,
17,Brant Daugherty,,0.08644581547212911,0.09999544313814093,0.13180904624446235,0.1364647717883241,,,0.06811263599399646,,,
17,Christina Milian,,0.09769743720148451,0.1128579185509791,0.13941398257119675,0.055059178289086845,,,,,,
17,Corbin Bleu,,0.11131179235416318,0.10412200147126413,0.12937968024035942,0.160729957958474,,,0.20016302235336192,0.2365012905421782,0.2835546752598262,0.3008893373788614
17,Elizabeth Berkley Lauren,,0.10624738802107678,0.11463615108013508,0.1359071558086783,0.15149360713265705,,,0.176960175242718,0.08592679555174676,,
17,Keyshawn Johnson,,0.025633103270295894,,,,,,,,,
17,Leah Remini,,0.10139515534142236,0.11269372852715369,0.13209193942894204,0.1754287656889131,,,0.19257676494800183,0.20483237571796292,0.14491885430427734,
17,Valerie Harper,,0.10727345299358813,0.12751175742028353,0.059314202901486444,,,,,,,
18,Amy Purdy,0.09542554254709942,0.1212241740559489,,,,0.1362816470151257,0.14195671171213567,0.18236394152233298,0.22050425362477993,0.25629670673666605,
18,Candace Cameron Bure,0.1031498871258628,0.12034545731481062,,,,0.14460931695664314,0.18270751422939255,0.1942085916671124,0.24918393667077668,0.22391382182708713,
18,Charlie White,0.12578589973464996,0.13487146877172895,,,,0.151426186390654,0.1589679438380905,0.1828954667181828,0.09929713118536787,,
18,Danica McKellar,0.14338023000501496,0.1227294350060152,,,,0.13037638556720885,0.16646397100785,0.07758644330096365,,,
18,Diana Nyad,0.033350736742116596,,,,,,,,,,
18,Drew Carey,0.10732768122538916,0.11897595348719915,,,,0.052229286221908415,,,,,
18,James Maslow,0.1199726625922999,0.12039639847770622,,,,0.118620185247557,0.14969487232445128,0.1714347343172358,0.21886627158316482,0.14811284868870495,
18,Meryl Davis,0.14631005175919412,0.13909014634678474,,,,0.14012333641413913,0.1365298720022109,0.19151082247417298,0.21214840693591214,0.37167662274754093,
18,NeNe Leakes,0.1252973082683725,0.12236696653980754,,,,0.12633365618676476,0.06367911488586957,,,,
19,Alfonso Ribeiro,0.07928017759787129,0.09759871281972425,0.13030488423553477,0.12533764256089192,,0.1464791517033369,,0.16623327801440269,0.2364979457177583,,0.3761907709642139
19,Bethany Mota,0.07708212675991542,0.10058229944381937,0.09811979875073203,0.11492924431880794,,0.1622080084070576,,0.18246035222409454,0.236269671262842,,0.15028923026694532
19,Betsey Johnson,0.14781853341867626,0.1304280707864027,0.14174672533834967,0.05485046061275419,,,,,,,
19,Janel Parrish,0.09976657004354622,0.0944220846160622,0.10657746929340363,0.11173708603126509,,0.1373868774168498,,0.1657898839480585,0.20919650941397713,,0.20701496092494998
